Job_Title,Company,Location,Level,Type,Function,Industry,city,state,primary_industry,job_category,level_clean,employment_type_clean,is_remote,is_metro,is_entry,is_internship
Associate - Operations,WNS,"Visakhapatnam, Andhra Pradesh, India",Associate,Research,Full-time,Outsourcing/Offshoring,Visakhapatnam,Andhra Pradesh,Outsourcing/Offshoring,Other,Associate,Research,0,0,0,0
Sr. Data Analyst,Vonage,"Bengaluru, Karnataka, India",Mid-Senior level,Analyst,Full-time,Software Development and Telecommunications,Bengaluru,Karnataka,Software Development and Telecommunications,Data Analyst,Mid-Senior,Analyst,0,1,0,0
Data Analyst - Tripura - Project,ConveGenius,"Agartala, Tripura, India",Mid-Senior level,Analyst,Full-time,Education,Agartala,Tripura,Education,Data Analyst,Mid-Senior,Analyst,0,0,0,0
Assistant Manager/Manager - Credit Risk & Data Science,Meesho,"Bengaluru, Karnataka, India",Not Applicable,Accounting/Auditing and Finance,Full-time,"Transportation, Logistics, Supply Chain and Storage",Bengaluru,Karnataka,Transportation,Data Scientist,Not Specified,Accounting/Auditing and Finance,0,1,0,0
Wipro|| ESG Business Analyst -BFSI || PAN India,Wipro,"Bengaluru, Karnataka, India",Mid-Senior level,Other,Full-time,Banking,Bengaluru,Karnataka,Banking,Business Analyst,Mid-Senior,Other,0,1,0,0
Data Engineer -Python,Creditsafe Technology,"Hyderabad, Telangana, India",Mid-Senior level,"Information Technology, Business Development, and Analyst",Full-time,IT Services and IT Consulting and Financial Services,Hyderabad,Telangana,IT Services and IT Consulting and Financial Services,Engineer / Developer,Mid-Senior,"Information Technology, Business Development, and Analyst",0,1,0,0
Operations Manager,The Hiring Company,"Lucknow, Uttar Pradesh, India",Mid-Senior level,"Consulting, Management, and Public Relations",Contract,"Public Relations and Communications Services, Political Organizations, and Business Consulting and Services",Lucknow,Uttar Pradesh,Public Relations and Communications Services,Other,Mid-Senior,"Consulting, Management, and Public Relations",0,0,0,0
CRM Manager,MyTeam.win,India,Mid-Senior level,Other,Full-time,"Technology, Information and Internet",Pan-India / Remote,Unknown,Technology,Other,Mid-Senior,Other,0,0,0,0
AI Safety Data Scientist,Google,"Hyderabad, Telangana, India",Not Applicable,Customer Service and Product Management,Full-time,"Information Services and Technology, Information and Internet",Hyderabad,Telangana,Information Services and Technology,Data Scientist,Not Specified,Customer Service and Product Management,0,1,0,0
Compliance Associate,Indian School of Business,"Mohali district, Punjab, India",Associate,Human Resources,Full-time,"IT Services and IT Consulting, Higher Education, and Manufacturing",Mohali district,Punjab,IT Services and IT Consulting,Other,Associate,Human Resources,0,0,0,0
"Senior Data Analyst, Contract",TechnologyAdvice,"Bengaluru, Karnataka, India",Mid-Senior level,Information Technology,Contract,"Technology, Information and Internet",Bengaluru,Karnataka,Technology,Data Analyst,Mid-Senior,Information Technology,0,1,0,0
Tableau Developer - Data Visualization,Macropace Technologies,"Bengaluru, Karnataka, India",Mid-Senior level,Information Technology,Full-time,"Software Development, Technology, Information and Internet, and Data Infrastructure and Analytics",Bengaluru,Karnataka,Software Development,Engineer / Developer,Mid-Senior,Information Technology,0,1,0,0
Engineer 2,JCPenney India,"Bengaluru, Karnataka, India",Associate,Engineering,Full-time,Retail,Bengaluru,Karnataka,Retail,Engineer / Developer,Associate,Engineering,0,1,0,0
Data Scientist,Virtusa,"Andhra Pradesh, India",Entry level,Engineering and Information Technology,Full-time,IT Services and IT Consulting,Andhra Pradesh,India,IT Services and IT Consulting,Data Scientist,Entry,Engineering and Information Technology,0,0,1,0
Data Scientist,Ericsson,"Noida, Uttar Pradesh, India",Not Applicable,Other,Full-time,Telecommunications,Noida,Uttar Pradesh,Telecommunications,Data Scientist,Not Specified,Other,0,1,0,0
Intern - Big Data,Seagate Technology,"Pune, Maharashtra, India",Not Applicable,Information Technology,Internship,"IT Services and IT Consulting, Computer Hardware Manufacturing, and Software Development",Pune,Maharashtra,IT Services and IT Consulting,Other,Not Specified,Information Technology,0,1,0,0
Jio sale executive,Naukripay,"Bengaluru, Karnataka, India",Mid-Senior level,Sales and Business Development,Full-time,Human Resources Services,Bengaluru,Karnataka,Human Resources Services,Other,Mid-Senior,Sales and Business Development,0,1,0,0
BI Intern,Assurant,Greater Kolkata Area,Internship,Business Development and Sales,Full-time,Insurance and Consumer Services,Greater Kolkata Area,Unknown,Insurance and Consumer Services,Other,Internship,Business Development and Sales,0,0,0,1
Data Engineer,Ascendion,"Bengaluru, Karnataka, India",Mid-Senior level,Engineering,Full-time,IT Services and IT Consulting,Bengaluru,Karnataka,IT Services and IT Consulting,Engineer / Developer,Mid-Senior,Engineering,0,1,0,0
"Lab Assistant Science - International Curriculum - TSMS, Noida",Shri Educare Limited,"Noida, Uttar Pradesh, India",Entry level,"Research, Analyst, and Information Technology",Internship,Education Administration Programs,Noida,Uttar Pradesh,Education Administration Programs,Other,Entry,"Research, Analyst, and Information Technology",0,1,1,0
Performance Testing ( Preferred Immediate Joiners ),Neev,"Bengaluru, Karnataka, India",Mid-Senior level,Human Resources,Full-time,IT Services and IT Consulting,Bengaluru,Karnataka,IT Services and IT Consulting,Other,Mid-Senior,Human Resources,0,1,0,0
"Social Communications Manager, India",Meta,"Gurgaon, Haryana, India",Not Applicable,"Marketing, Public Relations, and Writing/Editing",Full-time,"Technology, Information and Internet",Gurugram,Haryana,Technology,Other,Not Specified,"Marketing, Public Relations, and Writing/Editing",0,1,0,0
Data Engineer,AMBC INC,"Bangalore Rural, Karnataka, India",Associate,Consulting,Contract,Information Technology & Services,Bangalore Rural,Karnataka,Information Technology & Services,Engineer / Developer,Associate,Consulting,0,0,0,0
Customer Success Analyst,FalconBrick Technologies,Greater Bengaluru Area,Associate,Engineering and Information Technology,Full-time,Software Development and Real Estate,Greater Bengaluru Area,Unknown,Software Development and Real Estate,Other Analyst,Associate,Engineering and Information Technology,0,0,0,0
Executive Assistant,Pinnacle,"Hyderabad, Telangana, India",Mid-Senior level,Administrative,Full-time,Engineering Services,Hyderabad,Telangana,Engineering Services,Other,Mid-Senior,Administrative,0,1,0,0
Management Trainee,Analytics India Magazine,"Bengaluru, Karnataka, India",Internship,"Business Development, Marketing, and Advertising",Internship,"Advertising Services, Research Services, and Technology, Information and Media",Bengaluru,Karnataka,Advertising Services,Other,Internship,"Business Development, Marketing, and Advertising",0,1,0,1
Data Architect,Deutsche Telekom Digital Labs,"Gurugram, Haryana, India",Mid-Senior level,Product Management,Full-time,Telecommunications,Gurugram,Haryana,Telecommunications,Other,Mid-Senior,Product Management,0,1,0,0
Key Account Manager,Delhivery,"Goa, India",Associate,Business Development and Sales,Full-time,"Transportation, Logistics, Supply Chain and Storage",Goa,India,Transportation,Other,Associate,Business Development and Sales,0,0,0,0
Support Executive,ManVision Consulting,Pune/Pimpri-Chinchwad Area,Mid-Senior level,Administrative,Full-time,IT Services and IT Consulting,Pune/Pimpri-Chinchwad Area,Unknown,IT Services and IT Consulting,Other,Mid-Senior,Administrative,0,0,0,0
Assistant Manager - L&D,Dr Lal PathLabs,"Gurugram, Haryana, India",Associate,Human Resources,Full-time,"Technology, Information and Internet, Banking, and Retail",Gurugram,Haryana,Technology,Other,Associate,Human Resources,0,1,0,0
ZoomCar - Data Scientist - Machine Learning/Deep Learning,Zoomcar,"Bengaluru, Karnataka, India",Entry level,Information Technology,Full-time,"Software Development, Technology, Information and Internet, and Data Infrastructure and Analytics",Bengaluru,Karnataka,Software Development,Data Scientist,Entry,Information Technology,0,1,1,0
Regional Manager AFR- North,DHL Global Forwarding,"New Delhi, Delhi, India",Mid-Senior level,"Strategy/Planning, Business Development, and Supply Chain",Full-time,"Transportation, Logistics, Supply Chain and Storage and Freight and Package Transportation",Delhi,Delhi,Transportation,Other,Mid-Senior,"Strategy/Planning, Business Development, and Supply Chain",0,1,0,0
Head of Expansion,HCapital Technologies Private Limited,"Gurugram, Haryana, India",Director,Business Development,Full-time,Alternative Fuel Vehicle Manufacturing,Gurugram,Haryana,Alternative Fuel Vehicle Manufacturing,Other,Director,Business Development,0,1,0,0
"Associate -,SAAS Operations Executive",Software@Work (India) Pvt Ltd,"Mumbai, Maharashtra, India",Entry level,Management and Manufacturing,Full-time,IT Services and IT Consulting,Mumbai,Maharashtra,IT Services and IT Consulting,Other,Entry,Management and Manufacturing,0,1,1,0
"VP, Enterprise Risk Analytics",Citi,"Mumbai, Maharashtra, India",Not Applicable,Finance and Sales,Full-time,"Banking, Financial Services, and Investment Banking",Mumbai,Maharashtra,Banking,Other,Not Specified,Finance and Sales,0,1,0,0
Financial Analyst,Electronic Arts (EA),"Hyderabad, Telangana, India",Not Applicable,Accounting/Auditing,Full-time,"IT Services and IT Consulting, Software Development, and Computer Games",Hyderabad,Telangana,IT Services and IT Consulting,Other Analyst,Not Specified,Accounting/Auditing,0,1,0,0
Python Developer,Coditas,"Pune, Maharashtra, India",Mid-Senior level,Information Technology,Full-time,Software Development,Pune,Maharashtra,Software Development,Engineer / Developer,Mid-Senior,Information Technology,0,1,0,0
Artificial Intelligence Consultant,eProSoft,India,Mid-Senior level,Information Technology,Full-time,Information Services,Pan-India / Remote,Unknown,Information Services,Other,Mid-Senior,Information Technology,0,0,0,0
Data Engineer,RandomTrees,India,Mid-Senior level,Engineering,Full-time,IT Services and IT Consulting,Pan-India / Remote,Unknown,IT Services and IT Consulting,Engineer / Developer,Mid-Senior,Engineering,0,0,0,0
Lead Data Scientist,Freshworks,"Bengaluru, Karnataka, India",Associate,Information Technology,Full-time,Software Development,Bengaluru,Karnataka,Software Development,Data Scientist,Associate,Information Technology,0,1,0,0
Product Manager,Quantzig,"Bengaluru, Karnataka, India",Mid-Senior level,Product Management,Full-time,Market Research,Bengaluru,Karnataka,Market Research,Product Analyst / Manager,Mid-Senior,Product Management,0,1,0,0
Business Development Executive-Fresher,Tutorac Inc,"Hyderabad, Telangana, India",Associate,"Marketing, Public Relations, and Writing/Editing",Full-time,E-Learning Providers,Hyderabad,Telangana,E-Learning Providers,Other,Associate,"Marketing, Public Relations, and Writing/Editing",0,1,0,0
Data Engineer,Lera Technologies,"Hyderabad, Telangana, India",Mid-Senior level,Engineering,Full-time,"Technology, Information and Media",Hyderabad,Telangana,Technology,Engineer / Developer,Mid-Senior,Engineering,0,1,0,0
Associate Data Analyst,Eaton,"Pune, Maharashtra, India",Not Applicable,Other,Full-time,"Appliances, Electrical, and Electronics Manufacturing",Pune,Maharashtra,Appliances,Data Analyst,Not Specified,Other,0,1,0,0
Logistic Executive,Selec Controls Pvt. Ltd.,"Navi Mumbai, Maharashtra, India",Mid-Senior level,Management and Manufacturing,Full-time,Pharmaceutical Manufacturing,Mumbai,Maharashtra,Pharmaceutical Manufacturing,Other,Mid-Senior,Management and Manufacturing,0,1,0,0
Manager Research - Real Estate Market,YO HR Consultancy,"Mumbai, Maharashtra, India",Associate,"Research, Analyst, and Information Technology",Full-time,Business Consulting and Services,Mumbai,Maharashtra,Business Consulting and Services,Other,Associate,"Research, Analyst, and Information Technology",0,1,0,0
Project Associate,Talhive,"Mumbai, Maharashtra, India",Associate,Project Management and Quality Assurance,Contract,"Technology, Information and Media",Mumbai,Maharashtra,Technology,Other,Associate,Project Management and Quality Assurance,0,1,0,0
Senior Data Analyst,Microsoft,"Bengaluru, Karnataka, India",Not Applicable,Information Technology,Full-time,Software Development,Bengaluru,Karnataka,Software Development,Data Analyst,Not Specified,Information Technology,0,1,0,0
Financial Data Analyst,Moody's Corporation,"Bengaluru, Karnataka, India",Not Applicable,Finance,Full-time,Financial Services,Bengaluru,Karnataka,Financial Services,Data Analyst,Not Specified,Finance,0,1,0,0
Data Engineer - Cyber Security,_VOIS,"Pune, Maharashtra, India",Mid-Senior level,Information Technology,Full-time,IT Services and IT Consulting and Telecommunications,Pune,Maharashtra,IT Services and IT Consulting and Telecommunications,Engineer / Developer,Mid-Senior,Information Technology,0,1,0,0
Vice President - Business Development Support,TresVista,"Pune, Maharashtra, India",Mid-Senior level,Business Development,Full-time,Financial Services,Pune,Maharashtra,Financial Services,Other,Mid-Senior,Business Development,0,1,0,0
Customer Success Manager,Sulekha,"Kochi, Kerala, India",Mid-Senior level,"Marketing, Advertising, and Analyst",Full-time,"Technology, Information and Internet",Kochi,Kerala,Technology,Other,Mid-Senior,"Marketing, Advertising, and Analyst",0,0,0,0
"Account Director, LinkedIn Talent Solutions (Search and Staffing)",LinkedIn,"Hyderabad, Telangana, India",Not Applicable,Sales,Full-time,"Technology, Information and Internet",Hyderabad,Telangana,Technology,Other,Not Specified,Sales,0,1,0,0
Talent Acquisition Specialist,Bajaj Housing Finance Limited,"Pune, Maharashtra, India",Associate,Human Resources and Consulting,Full-time,"Human Resources Services, Financial Services, and Business Consulting and Services",Pune,Maharashtra,Human Resources Services,Other,Associate,Human Resources and Consulting,0,1,0,0
Lead - Strategy- Founder's office,Atrios Consulting,"Mumbai, Maharashtra, India",Mid-Senior level,Business Development and Sales,Full-time,Non-profit Organizations and Civic and Social Organizations,Mumbai,Maharashtra,Non-profit Organizations and Civic and Social Organizations,Other,Mid-Senior,Business Development and Sales,0,1,0,0
Campaign Manager,PhonePe,"Bengaluru, Karnataka, India",Associate,Analyst and Customer Service,Full-time,"Technology, Information and Internet",Bengaluru,Karnataka,Technology,Other,Associate,Analyst and Customer Service,0,1,0,0
Knowledge Manager,CertifyOS,India,Mid-Senior level,Information Technology,Full-time,Internet Publishing,Pan-India / Remote,Unknown,Internet Publishing,Other,Mid-Senior,Information Technology,0,0,0,0
Software engineer (Remote),InfiHire,India,Associate,Engineering and Information Technology,Full-time,"Technology, Information and Internet",Pan-India / Remote,Unknown,Technology,Engineer / Developer,Associate,Engineering and Information Technology,0,0,0,0
Senior Business Process Analyst - Capacity Management,Oracle,"Bengaluru, Karnataka, India",Mid-Senior level,Business Development,Full-time,Software Development,Bengaluru,Karnataka,Software Development,Other Analyst,Mid-Senior,Business Development,0,1,0,0
Language Data Annotator (Hindi),Framewirk.com,"Bengaluru, Karnataka, India",Entry level,Customer Service and Sales,Full-time,"IT Services and IT Consulting, Software Development, and Technology, Information and Internet",Bengaluru,Karnataka,IT Services and IT Consulting,Other,Entry,Customer Service and Sales,0,1,1,0
"Data Analytics (SAS, SQL)- Analyst",JPMorgan Chase & Co.,"Mumbai, Maharashtra, India",Not Applicable,Information Technology,Full-time,Financial Services,Mumbai,Maharashtra,Financial Services,Other Analyst,Not Specified,Information Technology,0,1,0,0
Analyst-EPM (Forecasting),Mercados Energy Markets India,"Mumbai, Maharashtra, India",Associate,"Consulting, Distribution, and Information Technology",Full-time,"Services for Renewable Energy, Electric Power Transmission, Control, and Distribution, and Electric Power Generation",Mumbai,Maharashtra,Services for Renewable Energy,Other Analyst,Associate,"Consulting, Distribution, and Information Technology",0,1,0,0
Analyst,HSBC,"Mumbai, Maharashtra, India",Not Applicable,Business Development and Sales,Full-time,"Banking, Financial Services, and Investment Banking",Mumbai,Maharashtra,Banking,Other Analyst,Not Specified,Business Development and Sales,0,1,0,0
Program Manager,PI Industries Ltd,"Mumbai, Maharashtra, India",Mid-Senior level,"Management, Consulting, and Project Management",Full-time,"Chemical Manufacturing, Business Consulting and Services, and Pharmaceutical Manufacturing",Mumbai,Maharashtra,Chemical Manufacturing,Other,Mid-Senior,"Management, Consulting, and Project Management",0,1,0,0
Excellent Opportunity || Immediate Joiner || Marketing Analyst || WFH,IGT Solutions,"Pune, Maharashtra, India",Mid-Senior level,Information Technology,Full-time,IT Services and IT Consulting and Information Services,Pune,Maharashtra,IT Services and IT Consulting and Information Services,Other Analyst,Mid-Senior,Information Technology,0,1,0,0
Analyst/Consultant - Commercial Strategy and Operations (Hiring for BMS India),PharmaACE,Greater Hyderabad Area,Mid-Senior level,Consulting and Project Management,Full-time,"Business Consulting and Services, Biotechnology Research, and Pharmaceutical Manufacturing",Greater Hyderabad Area,Unknown,Business Consulting and Services,Other Analyst,Mid-Senior,Consulting and Project Management,0,0,0,0
Data Scientist,66degrees,"Mysuru, Karnataka, India",Entry level,Engineering and Information Technology,Full-time,Business Consulting and Services,Mysuru,Karnataka,Business Consulting and Services,Data Scientist,Entry,Engineering and Information Technology,0,0,1,0
Data Engineer in an International Airlines,RipplesIndia Group,"Kochi, Kerala, India",Entry level,Information Technology,Full-time,"Aviation and Aerospace Component Manufacturing, Computer and Network Security, and Airlines and Aviation",Kochi,Kerala,Aviation and Aerospace Component Manufacturing,Engineer / Developer,Entry,Information Technology,0,0,1,0
Consultant Forecasting (Major Markets) - (Hiring for BMS India),PharmaACE,Greater Hyderabad Area,Mid-Senior level,Consulting and Project Management,Full-time,"Business Consulting and Services, Biotechnology Research, and Pharmaceutical Manufacturing",Greater Hyderabad Area,Unknown,Business Consulting and Services,Other,Mid-Senior,Consulting and Project Management,0,0,0,0
"Manager, Data, Insights & Analytics",Standard Chartered,"Bangalore Rural, Karnataka, India",Mid-Senior level,Information Technology,Full-time,Banking,Bangalore Rural,Karnataka,Banking,Other,Mid-Senior,Information Technology,0,0,0,0
Master Data Analyst,Energy Jobline,"Bengaluru, Karnataka, India",Mid-Senior level,Information Technology,Full-time,Staffing and Recruiting,Bengaluru,Karnataka,Staffing and Recruiting,Data Analyst,Mid-Senior,Information Technology,0,1,0,0
"Senior Software Engineer, Data Science",LinkedIn,"Bengaluru, Karnataka, India",Not Applicable,Engineering,Full-time,"IT Services and IT Consulting and Technology, Information and Internet",Bengaluru,Karnataka,IT Services and IT Consulting and Technology,Data Scientist,Not Specified,Engineering,0,1,0,0
Big Data Specialist,Coforge,"Pune, Maharashtra, India",Mid-Senior level,Information Technology,Full-time,IT Services and IT Consulting,Pune,Maharashtra,IT Services and IT Consulting,Other,Mid-Senior,Information Technology,0,1,0,0
"Senior Manager, Data, Insights & Analytics",Standard Chartered,"Bangalore Rural, Karnataka, India",Mid-Senior level,Information Technology,Full-time,Banking,Bangalore Rural,Karnataka,Banking,Other,Mid-Senior,Information Technology,0,0,0,0
GM - Business Excellence,Antal International,"Delhi, Delhi, India",Mid-Senior level,Management and Manufacturing,Full-time,Building Materials,Delhi,Delhi,Building Materials,Other,Mid-Senior,Management and Manufacturing,0,1,0,0
Business Intelligence Manager,DISCO,"Gurugram, Haryana, India",Mid-Senior level,"Research, Analyst, and Information Technology",Full-time,Software Development,Gurugram,Haryana,Software Development,Other,Mid-Senior,"Research, Analyst, and Information Technology",0,1,0,0
Director Data Science,Lowe's India,"Bengaluru, Karnataka, India",Director,Engineering and Information Technology,Full-time,Retail,Bengaluru,Karnataka,Retail,Data Scientist,Director,Engineering and Information Technology,0,1,0,0
Lead-Applied Data Scientist,Tesco Bengaluru,"Bengaluru, Karnataka, India",Not Applicable,Other,Full-time,Retail,Bengaluru,Karnataka,Retail,Data Scientist,Not Specified,Other,0,1,0,0
Executive Assistant,Talent Integrators,"Noida, Uttar Pradesh, India",Mid-Senior level,Administrative,Full-time,Financial Services,Noida,Uttar Pradesh,Financial Services,Other,Mid-Senior,Administrative,0,1,0,0
"Business Operations Analyst, Associate",Qualcomm,"Bengaluru, Karnataka, India",Not Applicable,Other,Full-time,Telecommunications,Bengaluru,Karnataka,Telecommunications,Other Analyst,Not Specified,Other,0,1,0,0
Product Analyst,Visa,"Bengaluru East, Karnataka, India",Mid-Senior level,Project Management,Full-time,IT Services and IT Consulting,Bengaluru,Karnataka,IT Services and IT Consulting,Product Analyst / Manager,Mid-Senior,Project Management,0,1,0,0
Finance and Accounting Specialist,Wipro,"Chennai, Tamil Nadu, India",Mid-Senior level,Accounting/Auditing and Finance,Full-time,IT Services and IT Consulting,Chennai,Tamil Nadu,IT Services and IT Consulting,Other,Mid-Senior,Accounting/Auditing and Finance,0,1,0,0
Senior Research Manager,MetrixLab,"Gurugram, Haryana, India",Mid-Senior level,Research,Full-time,Market Research,Gurugram,Haryana,Market Research,Other,Mid-Senior,Research,0,1,0,0
Associate Product Manager,Keka HR,"Hyderabad, Telangana, India",Entry level,Product Management,Full-time,Software Development,Hyderabad,Telangana,Software Development,Product Analyst / Manager,Entry,Product Management,0,1,1,0
Data Engineering (Azure),RecruitingSniper,"Pune, Maharashtra, India",Mid-Senior level,Information Technology,Full-time,"Technology, Information and Internet",Pune,Maharashtra,Technology,Engineer / Developer,Mid-Senior,Information Technology,0,1,0,0
"Big Data - Databricks,pyspark",LTIMindtree,"Tamil Nadu, India",Mid-Senior level,"Engineering, Business Development, and Information Technology",Full-time,"IT Services and IT Consulting, Information Services, and Staffing and Recruiting",Tamil Nadu,India,IT Services and IT Consulting,Other,Mid-Senior,"Engineering, Business Development, and Information Technology",0,0,0,0
SEO Expert,Zerozilla,"Bangalore Urban, Karnataka, India",Mid-Senior level,Marketing and Sales,Full-time,Advertising Services,Bengaluru,Karnataka,Advertising Services,Other,Mid-Senior,Marketing and Sales,0,1,0,0
AI ML Engineer DB,Energy Jobline,"Bengaluru, Karnataka, India",Entry level,Engineering and Information Technology,Full-time,Staffing and Recruiting,Bengaluru,Karnataka,Staffing and Recruiting,ML Engineer,Entry,Engineering and Information Technology,0,1,1,0
MIS Executive,Wipro,"Chennai, Tamil Nadu, India",Not Applicable,Information Technology,Full-time,IT Services and IT Consulting,Chennai,Tamil Nadu,IT Services and IT Consulting,Other,Not Specified,Information Technology,0,1,0,0
Executive Assistant to Chief Executive Officer,Cloudphysician,"Bangalore Urban, Karnataka, India",Associate,"Administrative, General Business, and Public Relations",Full-time,IT Services and IT Consulting and Hospitals and Health Care,Bengaluru,Karnataka,IT Services and IT Consulting and Hospitals and Health Care,Other,Associate,"Administrative, General Business, and Public Relations",0,1,0,0
Digital Project Manager – SaaS,Sociabble,"Maharashtra, India",Mid-Senior level,Project Management and Information Technology,Full-time,Software Development,Maharashtra,India,Software Development,Other,Mid-Senior,Project Management and Information Technology,0,0,0,0
Applied Data Scientist - 2,Microsoft,"Bengaluru, Karnataka, India",Not Applicable,Engineering and Information Technology,Full-time,Software Development,Bengaluru,Karnataka,Software Development,Data Scientist,Not Specified,Engineering and Information Technology,0,1,0,0
Assc Analytics & Model Analyst,Moody's Corporation,"Noida, Uttar Pradesh, India",Not Applicable,Engineering,Full-time,Financial Services,Noida,Uttar Pradesh,Financial Services,Other Analyst,Not Specified,Engineering,0,1,0,0
Finance Analyst - Global RTR Process,Boston Consulting Group (BCG),"Gurugram, Haryana, India",Mid-Senior level,Accounting/Auditing and Finance,Full-time,Financial Services and Business Consulting and Services,Gurugram,Haryana,Financial Services and Business Consulting and Services,Other Analyst,Mid-Senior,Accounting/Auditing and Finance,0,1,0,0
Program Manager,SUN Mobility,"Bengaluru, Karnataka, India",Associate,"Strategy/Planning, Engineering, and Business Development",Full-time,"Wholesale Appliances, Electrical, and Electronics, Motor Vehicle Manufacturing, and Business Consulting and Services",Bengaluru,Karnataka,Wholesale Appliances,Other,Associate,"Strategy/Planning, Engineering, and Business Development",0,1,0,0
"Analyst, Data Management",BlackRock,"Gurgaon, Haryana, India",Not Applicable,Legal,Full-time,Financial Services,Gurugram,Haryana,Financial Services,Other Analyst,Not Specified,Legal,0,1,0,0
Ethical Auditor,QIMA,"Mumbai, Maharashtra, India",Mid-Senior level,Accounting/Auditing and Finance,Full-time,International Trade and Development,Mumbai,Maharashtra,International Trade and Development,Other,Mid-Senior,Accounting/Auditing and Finance,0,1,0,0
National Delivery Head,Frankfinn Aviation Services Pvt. Limited,Greater Delhi Area,Mid-Senior level,Training,Full-time,Higher Education,Delhi,Unknown,Higher Education,Other,Mid-Senior,Training,0,1,0,0
Assistant Manager (Karnataka - State Head),Skyfri,"Bengaluru, Karnataka, India",Mid-Senior level,Other,Full-time,Renewable Energy Semiconductor Manufacturing,Bengaluru,Karnataka,Renewable Energy Semiconductor Manufacturing,Other,Mid-Senior,Other,0,1,0,0
Operations Intern,CareerNinja | LearnTube,"Mumbai, Maharashtra, India",Entry level,Management and Manufacturing,Full-time,Education Administration Programs,Mumbai,Maharashtra,Education Administration Programs,Other,Entry,Management and Manufacturing,0,1,1,0
Senior Data Analyst,Indium Software,"Hyderabad, Telangana, India",Mid-Senior level,Information Technology,Full-time,IT Services and IT Consulting,Hyderabad,Telangana,IT Services and IT Consulting,Data Analyst,Mid-Senior,Information Technology,0,1,0,0
"Data Engineer-Python ,ETL",EXL,"Noida, Uttar Pradesh, India",Associate,Engineering,Full-time,"Information Services and Technology, Information and Media",Noida,Uttar Pradesh,Information Services and Technology,Engineer / Developer,Associate,Engineering,0,1,0,0
Assistant Manager - Finance,Jai Kisan,"Mumbai, Maharashtra, India",Mid-Senior level,Accounting/Auditing,Full-time,"Technology, Information and Internet",Mumbai,Maharashtra,Technology,Other,Mid-Senior,Accounting/Auditing,0,1,0,0
Analyst,eClerx,"Pune, Maharashtra, India",Entry level,Business Development and Sales,Full-time,Information Technology & Services,Pune,Maharashtra,Information Technology & Services,Other Analyst,Entry,Business Development and Sales,0,1,1,0
Brand Executive – Marketing Activation,Unilever,"Mumbai, Maharashtra, India",Entry level,"General Business, Strategy/Planning, and Marketing",Full-time,"Food and Beverage Services, Food and Beverage Manufacturing, and Manufacturing",Mumbai,Maharashtra,Food and Beverage Services,Other,Entry,"General Business, Strategy/Planning, and Marketing",0,1,1,0
"Associate, Data Visualization",Ciena,"Haryana, India",Associate,Information Technology,Full-time,"Appliances, Electrical, and Electronics Manufacturing, Computer Networking Products, and Telecommunications",Haryana,India,Appliances,Other,Associate,Information Technology,0,0,0,0
"Analyst, LORMN Insights",Lowe's India,"Bengaluru, Karnataka, India",Entry level,"Research, Analyst, and Information Technology",Full-time,Retail,Bengaluru,Karnataka,Retail,Other Analyst,Entry,"Research, Analyst, and Information Technology",0,1,1,0
Business Analyst,Nimble AppGenie,"Jaipur, Rajasthan, India",Executive,"Research, Analyst, and Information Technology",Full-time,Software Development,Jaipur,Rajasthan,Software Development,Business Analyst,Executive,"Research, Analyst, and Information Technology",0,0,0,0
"Data Scientists - AI Training (Remote Work, Contract)",Outlier,"Great Nicobar, Andaman and Nicobar Islands, India",Entry level,Engineering and Information Technology,Contract,Consumer Services,Great Nicobar,Andaman and Nicobar Islands,Consumer Services,Data Scientist,Entry,Engineering and Information Technology,0,0,1,0
